row ID,row m/z,row retention time,L_C18_Polar_16_MS2_DF_125_01.mzML Peak area,L_C18_Polar_16_MS2_DF_125_02.mzML Peak area,L_C18_Polar_16_MS2_DF_25_02.mzML Peak area,L_C18_Polar_16_MS2_DF_125_03.mzML Peak area,L_C18_Polar_16_MS2_DF_25_01.mzML Peak area,L_C18_Polar_16_MS2_DF_5_01.mzML Peak area,L_C18_Polar_16_MS2_DF_25_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_01.mzML Peak area,L_C18_Polar_16_MS2_DF_625_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_03.mzML Peak area,L_C18_Polar_16_MS2_DF_1_01.mzML Peak area,L_C18_Polar_16_MS2_DF_1_02.mzML Peak area,L_C18_Polar_16_MS2_DF_1_03.mzML Peak area,
857,262.6247072177463,5.341488333333334,0,1514.0646943359884,20558.414040039173,0,15431.108111327903,149729.0718443066,11125.145841796842,0,0,164517.4128037585,80658.72196446835,0,980589.9547120507,1049021.5569062543,869178.2910299464,
858,586.3582155704177,6.406660606060607,0,1590.7131870116575,6573.178613280705,0,22895.476338867007,127721.5500200903,36357.82557617102,0,3565.714316406102,177253.22258110312,303366.7753240328,0,829311.6010089301,961753.944614588,1621299.4745699356,
859,453.3332964555044,11.075005555555556,4946.316951173227,24502.03062841781,14255.146085940713,35061.91726977751,26258.36492870969,255511.23640792115,182981.65261132488,679.4041896972884,1573.8180389402446,516984.2891558888,946800.4468913827,1279.3269814452633,2136593.9827440325,2802189.9859094196,2758930.0137089253,
860,793.7422221374512,4.868304166666666,4693.541687011777,2117.1974765626246,19305.28516650421,2020.5101953124436,23013.414910154086,179454.90857124457,21991.73220312577,0,0,209521.52866797394,232678.28634393105,0,1361108.0676110466,1449400.193613456,1712973.1887224673,
861,369.1443903605143,5.316047222222223,1677.4541757814582,2692.775307617444,24785.969478514508,0,18017.108431640856,251572.91854650108,12789.76125683454,0,4717.598860351584,259011.8586685266,264635.3395591565,0,1389244.23763951,1963404.302983627,1677717.3191250067,
862,382.2713138074836,6.997463333333333,0,0,16719.761526367918,0,3507.409499999614,282780.881669273,23592.90077343733,0,2762.569552734532,368656.1431021205,374737.45908631186,0,2087488.7967133627,2260848.208374256,2612968.9945918806,
863,632.3277922801482,4.464144871794872,1379.1862639159326,2177.796679687331,0,1430.6552612303576,1217.5819550780886,237755.12646651297,1526.984311523508,0,1117.28404028316,197716.34103664334,216983.0781930812,2958.5464990233395,2171879.197023818,3028780.5988537893,2498069.204783474,
864,715.7196801957631,5.641183333333332,3287.8263056645155,23990.77290039092,85241.6550146482,4055.035327148667,42939.70140527258,420221.9406975398,20333.218582031644,0,7771.855833982858,285771.5182421896,83879.14154687941,4498.081968750122,2211075.2045829613,3038646.5458816905,2890993.6383924773,
865,302.1015195210774,4.759448333333333,0,0,2564.265698241992,0,4337.367246093824,191885.38854669133,10484.126304199228,0,1533.580371093873,217135.13659003502,334344.9202821819,0,901550.93356213,1287043.3271664702,1949582.533573846,
866,551.4237874643062,11.69004642857143,2187.8983281248534,5452.499868651912,25354.513570311497,7263.091186034503,26382.491066407558,319037.59826042544,132387.9808427738,994.6606442869493,682.4666894531704,551724.2882226548,731043.6352503775,0,3329192.137306903,4175392.6357168774,3860242.8558684783,
867,488.2683147067115,6.529093333333334,0,2452.2167578127055,32790.547389648964,0,77461.35827246172,191388.6280266017,17172.645515624732,0,0,316617.05964063015,190943.73074367727,0,886656.7680126487,722229.6791789467,926182.3797384803,
868,531.2193071718569,6.644603703703704,0,0,23789.91652734387,0,17809.97473046905,171431.1347388387,14010.746152344369,0,0,151547.97229799294,109986.93140922466,0,796056.567526418,875025.9020029805,1169938.599823677,
869,361.1668071982301,9.190368518518518,0,4507.560838867156,0,0,24150.34424804563,100145.18678552733,10177.985473634111,0,0,201348.04408630976,493950.0763848658,0,1086134.3658988266,936432.6674393335,1753886.137928931,
870,1122.437434161151,6.230342307692307,1631.1517031249373,1808.5098046872636,23363.28963281177,12719.49366406219,8782.19365527361,326476.60427473736,10709.758148436656,0,8550.272373046633,559791.7556523454,1059972.5718456102,0,3539256.860811392,1449668.9266266767,820920.4829828737,
871,587.4641158492477,11.434112962962963,0,0,1328.4315201414665,0,1562.100587036454,262179.46635194094,6023.861583008317,0,0,279152.2843145453,829066.654635783,0,4044448.483961285,3872938.0817167126,3438942.6133008003,
872,804.9345046270463,5.628840476190476,2957.13133740215,4701.519457031967,52964.61816210839,21070.628894531284,32643.00053857605,324349.97125687747,38328.44896874836,0,26960.39930761695,410787.9406545747,669255.9041140301,13893.859184570538,3216525.408920771,4629269.985415899,4765697.442113467,
873,540.3050566173736,7.07647037037037,0,0,2050.544285156954,0,4562.904550780972,119448.28787797785,4227.540279785461,0,0,169778.6384094116,375931.0124765646,0,9276836.061287232,4656500.386079611,1.125812293415925E7,
874,1240.9103236714789,6.216585555555555,2510.890470703508,6583.174775390105,32949.92071874731,6313.785190429744,56578.83030077957,276988.08548846765,30646.919218748546,6677.640320312343,11626.961233398892,1396509.1232713857,1326682.536150669,3452.23062499962,5840459.484004851,5697160.036281273,8175966.8188311,
875,552.2599101502218,6.919014814814815,0,0,4914.741269531301,0,9845.729464355289,199085.8666763343,13506.537405761412,0,0,115556.86324739069,243082.01905691903,0,1328717.5057237607,1172865.8916900854,1289809.7759612931,
876,256.67900829550655,7.264333333333334,0,0,13692.470265625392,0,3071.1199667971723,154830.15679985075,5282.950929687801,0,0,248483.27772135247,158667.92304278092,0,1379816.9769784284,1221458.2659148104,953017.9301566257,
877,552.4014761352539,8.82772,1429.8720957034473,0,33340.426962889236,0,41007.1132568347,356099.41882774746,34097.34471777614,0,0,684980.883109005,1453534.8520191575,0,3058791.316123485,4341069.951146981,6222995.8306401,
878,509.33454341888427,7.053235000000001,0,0,5156.176314452736,14533.08463330133,36831.18281250035,126018.32574795562,24835.99033007634,0,0,189835.36294735793,258432.23856882605,0,1419755.28553404,1571375.0650280903,1899080.1889925667,
879,593.3327437506782,6.614064814814815,0,0,11542.014791014057,0,13492.890940430161,187804.38240959548,17799.67144238348,0,0,190403.92887313763,207975.75267634133,0,1407558.5198895184,1639664.8066692643,2043899.117566944,
880,340.2480086008708,5.991038333333334,1388.4816445311965,0,11849.473345704031,0,28244.58022754067,413185.30234858644,14081.955364257976,0,0,133796.08594828716,80777.63908482585,0,3842088.6465009367,3926182.0779315443,3497153.714398064,
881,361.200819025136,5.385110606060606,2809.538719726597,0,20529.482736328973,2531.807622070288,42217.307990722504,166669.02804353135,30979.375459473435,0,0,139006.0153712801,252163.4055959871,0,1007280.9183143524,903625.0791610889,1525954.65656363,
882,301.6402386700666,7.584744444444444,0,0,9945.240890625102,0,6906.683709960851,237761.6003783482,5115.2290488279705,0,0,285477.19279686967,295481.5343300706,0,952709.7757455362,1962034.1843902427,1436923.4354709769,
883,655.4904698548494,11.440154166666668,754.8900302731872,535.4987453613076,12744.014272461303,2602.896775879245,22019.085122311983,298177.9361527189,19096.66058984492,0,0,290392.07151767064,679041.7662927706,0,3745360.1481199637,4068385.925862351,2807174.3598513957,
884,670.9947533902008,4.7951,1540.8832353515477,0,12436.079952148695,5030.670551757694,19496.292216797978,129009.14202324876,6431.266710937879,3159.045560546767,5331.102035644453,128689.91132909927,143102.87646483944,0,982321.5054277169,1475041.5504960788,1975593.085003912,
885,757.8955863104926,4.424973333333333,0,1208.2460097658093,2020.2541992186002,0,8284.383007812126,249753.0521406279,4592.915882080131,0,0,195105.8041971755,238224.1015074387,0,1643592.8606402325,2008351.2753746058,1826709.356353406,
886,1106.092140938895,5.6367345238095234,3292.5226640623587,11090.826801758147,44489.61251367266,13087.337857422759,5748.971540039152,385500.34683872806,102565.8230039067,0,7070.008353515648,487409.11785602453,124266.61969531173,4744.319921874926,2257400.163952748,2953708.6206320547,2589458.380855646,
887,463.30263414171003,8.374383333333334,26849.329823240954,18683.70282812487,33699.19165820421,25389.294137695644,30610.907455078544,270880.3661525259,19867.121813476242,23478.5687753896,16078.97074999901,280557.74052400264,93811.08055468377,13904.78730468676,4288663.586227338,4225340.368578504,2139575.4474613136,
888,566.4106930239899,10.539977272727272,2699.7920551756924,2422.38218749976,19748.160209961447,0,19802.31691601704,144731.9020493017,21918.99798242101,0,0,47635.1248789047,358757.7753465451,0,610449.9395980391,765701.8082827294,892743.790617554,
889,643.3794565902643,5.939037878787878,2927.2071503901207,0,13432.983545898205,0,11194.186304687157,118320.18674684002,28299.037284180118,0,0,232158.65779882614,205162.87021949474,4420.601859374513,1569139.575217263,1793902.8984181518,2781182.3131491747,
890,344.24337342325845,6.278341666666667,0,0,12885.055604492682,1736.8345327147767,8895.232143555062,199388.60921763832,14939.000813476167,0,0,404030.3373439348,387266.17140429316,0,3357057.364242537,4308958.15953384,3145121.815206851,
891,643.2848302043935,7.628814814814815,0,0,3795.0589453122566,0,8047.562124023565,141795.62573139384,4168.407761718759,0,0,211988.42411719233,326889.25464844203,0,776681.913501485,855312.2859397291,1187029.3715312527,
892,510.3028352595558,3.551077272727272,1139.9233124999898,1026.1726940917574,15953.15089794918,0,9237.897557372911,100442.23768229102,6238.171163573961,0,0,131238.75703106454,109259.59173681459,0,1089387.27829204,1026513.1535078039,883618.9452433025,
893,538.5182987394787,11.559005952380954,5691.728706054227,2120.2864519047916,30695.2212285149,14189.975109620704,9524.139126952721,162353.0287282359,27886.63357617299,0,554.3524291991974,254665.22970312124,725995.2105617585,907.2408730469224,1702564.873089269,2286448.586411461,2308256.4662685855,
894,1109.4342174227274,6.197502380952381,5106.835771484513,7925.230273437182,24908.803793946223,3812.216035156188,10061.670746093887,128377.1074032779,10294.673375001665,0,9646.569861328226,632720.5165866817,770234.5992384708,3100.5384614256973,1633127.1504501519,2657210.02482592,3644828.5926934467,
895,546.2538818359375,5.394078333333332,3526.7216293946303,0,17550.49236718717,0,13717.91723730604,122951.39528329908,34468.23006347636,0,0,110801.4717133596,193473.0512581832,0,730278.0954025276,993885.6252654453,1608448.2871816787,
896,722.5532113574799,10.696425000000003,1639.0210158689788,7720.497257811843,15553.491856444289,9684.665982421935,18272.79041406259,189127.3763048813,63072.961103515925,0,1350.1853383788668,257714.8664538741,838317.0138660598,2021.8485761720603,1981247.240291862,2577761.0624166694,2809084.293400303,
897,549.4084639485678,11.185525555555555,1895.5325434571123,4030.07649218721,17461.283488289566,6471.5924411629885,13566.585112301227,175352.98800614147,18331.305550781824,459.8958757324042,717.4355351562612,328207.0286326184,452437.6501067796,554.2189233398224,2139820.870501483,2731258.8667241526,2884728.954781961,
898,370.3680103443287,8.517887037037037,0,0,5954.014337890951,0,6227.222804687353,720378.6151184948,5709.90232421871,0,0,696803.85631288,669319.7492619104,0,6633125.146220815,7543158.121366451,4953162.790269369,
899,538.3856943524073,8.484270370370371,0,0,37046.789893553265,0,9218.562103515933,185579.60871614632,29206.97535058786,0,0,346462.98035045207,941089.8428253345,0,3207648.2181678033,3723833.9945362615,5398189.542975441,
900,540.3656746193215,6.633753703703704,0,0,3144.900397461116,0,1807.286790038938,150695.9137373563,3980.2757080079637,0,0,153136.5612788112,172354.78906689363,0,1626232.8530535724,2019103.937059883,2801435.0878225556,
901,460.73449185689293,4.259783333333334,0,0,14113.878170898843,0,13724.949883301038,135900.39353776205,20967.864278319754,0,0,182409.23660380178,211098.4687888793,0,1295225.8435751556,1353324.9159404733,1133013.81781697,
902,689.5586506236683,8.87134090909091,5829.23747900446,0,5164.045703125395,0,34624.80836914021,49529.980274924856,3569.1176855467907,0,6515.433984375653,11703.286289063231,102792.91365722311,0,3577268.075950882,749452.8128476569,518257.69103125035,
903,639.4949216969808,11.591735,0,0,655.984346923853,669.6782644042711,1073.6168620605056,91513.45529854916,26416.595285155505,0,0,18680.680229491114,26489.388818365343,0,912476.888930792,1072797.0938327848,722112.1615353358,
904,1447.8952772352432,6.2372875,0,0,13969.27198828011,5504.444980468899,5558.912374999388,247804.34361681767,16677.0367578125,0,10607.416125000087,75297.40188085768,636717.628718195,10391.809592772386,2274857.7550580357,2049719.6881875163,1444249.9008850441,
905,401.76272277039357,9.587509090909093,4032.9334277338694,2808.879908203017,42324.79144921906,0,65910.0005048802,308395.6639864238,56624.880225589004,0,0,340936.4226099335,1595480.9280732905,0,2181472.1563288886,1790196.2174598207,1802007.7009218489,
906,581.238755483476,10.276996969696969,0,4811.528463867399,72494.78091015626,8677.170190431341,31051.230821289013,114846.71301507109,155231.42859765355,0,0,857216.8487539093,1653639.7888452546,0,4059150.4951248188,4743559.729282374,6013424.086315271,
907,760.5827519395615,10.006467777777779,18402.184345705078,3214087.9657501206,1719411.5677501094,2.1224119931999676E7,17351.663693356495,15696.957166015793,1.2274073473306486E7,30327.554937014807,6872787.116500042,2378665.3183698175,4375271.790758967,3.65323322260009E7,43255.60781249635,1153591.0051249478,1.7128589688562565E7,
908,810.5961582203104,12.810809722222222,0,2087742.8226249244,3273559.901374726,1.0250833506867308E7,0,24043.87784375041,9032440.509917585,0,5.036532247706728E7,2613995.721515696,3636180.9920579973,6.079545578101779E7,431770.68606249674,1.1475827492520763E7,1.2789656601851359E7,
909,173.07806676258627,12.770150000000001,1.3151814486929707E7,5998565.892249955,4748046.17281059,1.0525201094531221E7,4445542.532738332,1.1224906046086002E7,1.1041691903682945E7,1.12594170268907E7,3440755.085128854,6028518.534214675,1.0314352520759977E7,5255815.856009767,5188065.426591764,6758359.629109464,5566891.95665617,
910,788.6122322199461,12.838757575757574,29559.495234374932,133514.51069530705,3114018.2222108026,1.2348003856936984E7,0,0,1.0015962422239281E7,0,969437.9925000184,1592642.5325508516,4830832.776312504,1476202.3846249627,0,1.3386318667833388E7,1.2901352430387069E7,
911,834.5949710422092,9.598594444444444,0,747261.9800781254,3300337.8446874814,566860.4101093562,0,36209.13187304614,1797303.1228765072,0,1.2965084683035811E7,1.619595552397333E7,2.2271372694725968E7,6524277.034053734,30429.992109374234,9588434.445066962,1.0730534433880894E7,
912,834.5950876358916,9.299325757575758,0,152326.52067185324,206160.36053126177,954901.8973437748,0,0,547704.9024434502,0,1.2687308661306244E8,1.6436398593165316E7,1.5235881627739323E7,1.2151734644812547E8,15441.402018555102,9853304.159905542,9116732.46289816,
913,343.2854760436004,9.393510256410256,0,29110.15814062195,31775.321585940095,111792.40059374471,4164.659187499541,13789.042640625019,1178003.6837297345,0,13845.360171874425,370606.6477109534,2653530.8200937365,48890.80187110067,2330798.8769081165,6085361.574668215,8312614.168419577,
914,822.6438796374845,9.668840909090909,10675.918174804401,7113.747441407547,102103.00012500181,33712.6106874986,0,0,97456.93278348097,3034.0848027339453,0,882440.4949319379,6801767.901675607,13023.62911718411,0,1857522.225786856,2083643.6291063817,
915,820.6269011320891,9.704468518518519,0,105836.75034376374,106244.77500001164,69080.4773749857,8360.95580175735,0,686062.5917518527,0,223756.80622208538,28734.413624998087,77483.28750000037,2345702.8619430703,0,0,0,
916,725.5561069206943,9.302254545454545,4612.996582031425,56588.192132806675,253859.20710938444,53506.73213281574,0,37646.78086230318,502980.7423547151,0,0,671043.1589687461,1103787.8052500328,0,1.3488621948218754E7,5.536398939912147E7,5.935399950845062E7,
917,770.6064575987976,10.088654545454546,0,101047.66071872809,48987.41805469,516588.0323125078,0,0,491436.09777714737,3189.3577246091386,902256.404316218,621140.876531247,1840459.8575469034,294197.0797351298,0,32506.035484377513,108740.37164844641,
918,758.2209729456019,12.003282222222222,41711.66332812708,46775.87430078075,39385.96164452637,69872.19880077228,79172.33580273479,61893.84480663565,954756.0876675933,31366.223758789296,30766.587378903718,445167.1004905182,612108.1122656194,11750.349107420152,34210.76117383118,68354.68052538915,94129.1797480559,
919,903.7393492111052,11.390254545454546,0,0,0,14171.40005273548,300.71321374511876,1702.9163171385392,491653.2741517802,724.5685601807173,0,1478.7173117677632,1421629.455334447,1520.8275058591346,1425.3047388913553,10080.206435545684,251247.99308789131,
920,788.6108406221246,9.473703333333333,82141.43710547182,5228242.823624775,3.605195271362507E7,1.9882721632000096E7,55749.31469921412,104953.00738085748,2734927.948874981,831917.3314845621,304623.72992188873,5477507.2736338945,3398493.7488750024,3057864.9739375478,101862.34143945426,6271143.01387506,1.0382022173624817E7,
921,154.9900328875345,5.537293333333334,3973069.710937531,6872049.2693750635,3726405.6421247767,3953231.473500046,2864551.7158750887,3641018.2963749208,5746314.853249971,1134134.2664999007,6.125595158225283E7,2170016.8643748215,8330358.0201250445,4.4477541043285884E7,7763480.397250088,8460898.293375203,3110418.69000014,
922,131.5333261786567,8.511942222222222,896495.1406562377,1548084.610687481,1964367.9100001203,2260942.2759376336,3052045.128312305,1652646.9251251405,4258955.424624985,781853.1982811877,4555065.272595159,2979345.04356245,2933289.018749763,2848842.9125313526,2163556.0994999986,2282862.9131250186,1938622.65187497,
923,703.574242316352,8.803965476190475,4830.180867188445,36136.11469532082,17731.19894140703,50947.24527733702,13056.45638671816,15394.214781252107,14653.458562498387,0,2.0514035675280478E7,46628.89069922036,58091.02557714614,1006461.7525623976,792208.8560937481,203369.3072050783,139630.43821093242,
924,703.5741990285541,9.083386904761905,4830.180867188445,257388.6601406357,118975.60400389969,1054866.4373125087,5029.747054687115,18832.88558398556,367820.55868751387,0,6903549.834434495,172197.35814452608,250579.45023438754,3.2022166653052755E7,727259.5522929789,683453.9738593575,2.8626680169109933E7,
925,750.5427861922827,9.55399358974359,0,6037.41054003793,13607.785136717948,6423.657855468502,3709.0679687492075,2393.2234365234744,47338.47902930307,0,1.6495518705803603E7,6007.945573242003,15474.546445310094,4346681.45108783,18001.84862500039,67422.51551172,48069.22792968574,
926,750.542832466408,9.219780555555555,4276.729519531365,8849.337881836213,5483.804183593791,20487.462433590023,0,3534.4212192383766,10742.17406250103,0,1.2713436024394339E7,9076.242972656344,16433.055087889927,1.5330340729286416E7,0,20044.968753907237,41854.794363280686,
927,856.5802000912754,9.583992424242425,0,6216.968550781417,8066.06688476674,7060.221703124345,2934.7841674800075,0,20865.93641015899,0,753896.2055353519,16485.71653515727,11682.58885253894,1319267.9347005095,141606.3699921849,154218.45021485083,0,
928,724.5271729885662,8.51066818181818,2107.40238720695,4554.14778124986,4959.45310546832,14259.429335939485,2088.7842207035956,8739.721586914038,6366.37556250046,1941.0006840819565,2493688.917962013,0,0,719857.368390633,9390.034703125308,0,0,
929,724.5270134731803,9.073454761904761,3185.500355469131,11111.844734374738,6435.625528319331,6546.851249999279,4159.328085937306,11548.795416015411,6608.442024413756,2134.3622392574753,2444655.8347202474,10827.52042968771,16257.480890625986,6919127.833325146,0,15719.111576172263,32572.663458983556,
930,184.09414783477786,0.28013566666666667,3190463.6641625054,3302758.015444531,1.1598002127334373E7,2364496.0329093793,4752273.158509368,1794951.722494922,1.6289173559998062E7,2913955.696488283,671042.5192937492,4706789.67129918,6554371.437571885,3662711.0000531217,8.917462432937503E7,8.493365049147202E7,9.280431057748643E7,
931,812.6125365220107,9.022364285714286,0,394108.68412498507,3167550.508281221,4421312.003812513,3079.3140229489313,8155.490824706083,6212917.794062568,3203.3408349609626,82224.88992186738,1.7782754215500023E7,8271948.344749829,524333.3806561928,13719.993649414628,2.1313825511470594E7,5756717.890812518,
932,780.5500914849176,10.034507777777778,4745.175375000794,86218.07678123668,537382.7956328047,237165.25749999407,25068.907804690953,781156.8873046887,555636.0511249497,4696.672710937652,319220.95479687734,3403068.5727418317,1.055885127609378E7,749748.4066562441,3566750.0072498103,5.1049958296976104E7,9.06382186640265E7,
933,1086.0492168763178,6.226095555555556,3414.4227734377637,15408.796984374589,77081.43728125327,29279.04737890644,28130.672214839935,497938.0607656545,63514.68308984552,2714.40036328132,17451.652609374672,3259716.2320260396,3026338.0647416105,60908.43316894804,1.3742183852097502E7,1.3958226405047603E7,1.816228080305067E7,
934,860.6107677883573,10.028987179487178,0,10179.825670898577,13487.532945312596,8717.956203127054,17242.22475683496,66120.01444921504,45105.218125001134,0,17720.448734374317,1395127.536377787,5890022.900514513,9196.090312500557,604416.386284776,972326.156769535,1072532.8588203131,
935,603.2208398321243,10.278211666666667,2851.4486992179386,0,38002.14006640777,0,3269.4896660154704,154664.76592358295,78197.5554462925,0,0,780563.4600669733,1406486.4040364888,0,2902143.996872954,2842245.491628348,3199767.3014419484,
936,201.0461214171516,5.621130952380951,3795.2209472657332,6437.950480956934,68399.61743603874,7128.82738378919,137103.80663085828,755810.3768378801,149140.5600454099,0,1942.423820800769,543740.7756720645,774465.8476728555,5641.407466796879,3151659.356266764,3772149.8265386866,3169465.5989627764,
937,596.2894389431493,4.3153,8135.427490234604,2709.5827954101806,90196.70004833951,1864.6313232421658,22639.03555273433,772657.9566289079,86869.69961914093,1559.8690322266002,0,559164.7574866087,231418.35657031264,1115.0179145507382,3344665.010898459,3965566.352949198,2830736.3882291387,
938,720.5888430277505,9.182651851851851,0,47357.078771487984,60513.105739750696,20766.30923437889,0,0,67676.87871093069,1241.100030761671,0,772515.8897334412,4545281.078672971,0,0,1556784.710482892,1624622.3186432344,
939,1005.9885376428247,4.802691666666667,2299.2049682616457,2456.9301367186918,53442.52701171876,1587.0252919921263,45233.82880468872,369420.5016250019,62345.01439453059,0,0,407944.5779099668,489209.374164072,0,3053321.5814901846,3839562.2760468456,3141921.3799492265,
940,729.5905740988375,9.85076818181818,0,11355.149144531097,0,24071.33799609364,4099.381365234383,98337.87079492625,0,0,19127.488920894728,1063042.6159488424,5793820.227834811,16402.52443555292,4526686.00858798,4029622.962687575,5446223.362250105,
941,822.6432079584912,9.534857575757576,10675.918174804401,7519.86626952961,102103.00012500181,33712.6106874986,0,0,137455.97050001906,3034.0848027339453,0,1662850.879641754,428700.6062968713,0,27006.292167968542,2015372.756300592,1498764.3865044666,
942,1109.183094815341,6.1988121212121206,0,0,24266.919093750643,0,16655.637963867583,87233.68890234394,70882.14500000198,0,1991.4866059569545,896358.3094053202,730167.3604715376,5312.105639648833,4622826.5709276525,4988204.768676699,3754855.955561744,
943,456.3311508111433,6.34794,0,1568.311721191346,19134.25088867174,0,39209.5642255857,372439.10108203744,12441.694193358006,0,0,311752.07571707235,260700.31560695334,0,1852233.95854537,2585166.31878224,2593194.128830383,
944,715.6084545135499,5.638855555555555,4588.610554687323,13677.901726561762,40165.468035157675,23241.818812499463,23375.338058593807,254721.1288867169,30176.071791993352,2481.3462553710697,7571.009906249808,711848.1363446795,438255.19004687364,4568.340512695541,2353708.309925965,3667350.9531830247,3256352.3915042644,
945,398.76130168863415,12.921875,0,147339.8171894542,46926.308203125926,174954.27144334925,0,23614.132500000713,219848.8403828125,0,710405.6901484338,576628.7766542062,799746.2785011302,923023.7672890403,3391424.198288301,2213182.627056916,3812537.3219594425,
946,512.4667007785373,9.41017037037037,0,0,10840.14215136731,0,3203.871904296872,105773.94216405958,61765.461580076706,0,0,247627.84941331335,965296.2837405145,0,5359803.553880956,5907397.171674694,5998286.108902174,
947,401.76268453201993,9.399880555555557,0,7639.622730467022,16967.421499996075,6446.730937501599,0,260884.62599414907,91899.67008983901,0,5902.183611328555,826337.7846938132,565421.274179672,4649.031685546289,4639530.939245525,1379381.8717343966,3896158.281437495,
948,1105.9250915527343,5.647673809523809,3886.6166796875427,17707.920320311416,45054.29775195175,5269.939640624866,5757.566097655731,252393.19369726,35832.749625001175,0,5443.825023438367,284954.1602529786,334218.1776875044,6607.887753905803,2193337.4129784172,1703109.4758831775,1861458.856677097,
949,305.73348990970186,10.686584722222221,9828.758611571591,4856.346950439082,18409.604290040297,7082.613179443277,18865.933771972657,120736.64664551415,46823.290139648314,0,0,183582.10040718492,510858.6870797924,0,1206018.7497481306,1563747.098292212,1562114.0961860036,
950,804.8093081831121,5.629570238095236,5903.320654297,5743.746470703569,18122.12845312733,8714.369294921858,11683.360703125232,165468.8490546925,100729.83561328125,0,3819.83402539092,512984.89304892154,417119.7665922648,14852.920500000426,2689417.9931995864,3816772.132724133,4413190.901077191,
951,407.2785150957314,8.972869047619048,1512.8476655272857,8266.305062500633,11307.226478514433,0,2892.3061874996815,103533.04341015799,19643.282833985497,1772.8284492189814,7377.1943554680665,222111.67789249308,169341.6269665137,6837.094874999247,2482019.5853534294,2542870.4914912814,2230613.2429850907,
952,661.5273853725857,9.65213888888889,0,0,19252.970235353147,0,12701.467254883228,153593.40787402476,64450.90056640883,0,0,182488.78458147225,308324.9094869712,0,2579940.51372879,3513280.8286309484,5494407.452813192,
953,352.290778414023,9.501451515151516,0,3500.5233408191516,18546.910404295886,40080.018328126855,0,26382.034690429635,88650.41058984154,0,7922.7319062483575,226150.80884003156,2213850.2856063996,0,1387232.3431480778,1158414.4296733614,1.3546996604238458E7,
954,875.7084244940015,11.372318055555555,1376.6934064942411,664.2458664549365,5202.267931640873,0,650.7485054931724,1676.5345458986221,18051.139992187032,0,0,444060.0078776004,1422316.7149252212,1705.2011367186844,22190.02591259547,4964150.914810276,3531309.814043503,
955,293.6618156786318,7.888858333333333,0,3747.151171874989,3631.8322851560806,0,22809.096750000113,82865.23237890912,27407.361144530794,0,0,191015.69972377177,114044.93927539296,0,1207584.2008694238,1486172.088800609,555846.9390500431,
956,591.3172455512153,5.119866666666667,0,0,14584.785156249993,1404.4540312500403,18468.17718457087,256727.6773007767,22729.35686718922,0,0,179816.5655411059,227707.77300576627,0,1080793.9400238043,1291792.1136504796,1619093.6971731763,
957,422.1504539991167,4.453368181818182,2462.667657226675,0,12785.310942383945,1017.2939028321807,15097.728218750537,259005.78130566725,10520.503906982076,0,0,103371.68625892575,215860.45724609433,0,1981560.5695552398,1696379.5980948429,2163508.5486116223,
958,1109.055885119316,6.1946602564102555,4344.904468749594,3007.687400390568,45522.250558592335,0,87224.68881249783,112066.35855859058,13045.24407421772,0,3981.342320312618,319294.6371718727,472335.6900286444,26820.682093749972,1296100.6903593722,3031808.2738333507,1521957.5572864546,
959,595.3478126831054,5.132693333333333,0,0,7689.506157226733,2712.486035156433,13988.673445312259,243668.80917675604,35984.04292187694,0,0,154904.72908333284,224129.7998539792,0,1079856.8000301388,1128424.0772871948,1430631.906468012,
960,386.74807643183954,10.037435185185185,0,0,8877.023945312772,0,2501.6070234370563,56194.921420898725,74732.69923632806,0,0,344653.1758874626,1758812.7519263353,0,1757629.0354719204,3349863.8966707676,4805799.130030898,
961,299.25698628097615,10.38563888888889,0,0,2161.027773925716,0,3163.6079497065775,60142.092624028905,5559.166142577994,0,0,122753.56969289287,550202.1477585635,0,2755165.4815818495,3251775.7982685785,3443508.707435087,
962,261.6398747762044,7.945126666666665,2500.3195361326184,0,6508.349637695112,0,7315.476492187601,90606.70400781516,8132.822414063715,0,0,257763.78622432947,141343.081589841,0,1767237.4378256951,1885629.9591728086,975315.1485450133,
963,830.5656825171576,9.684752777777778,0,4649.624152343102,11449.420390624939,19101.358248048477,0,16544.359863283797,26266.446703121972,0,140663.41841797598,166418.48094252424,921069.5811947522,105011.56679686831,1989044.7525000433,5239701.690638392,6754127.310411435,
964,828.5505954318577,12.806568181818182,0,79027.87769531968,154722.50003905216,199121.11046093295,0,127688.11130859672,83869.51575000279,0,0,235613.5234023524,1800052.3297730465,20783.79555468648,1.4153647630312476E7,1.5822474394624848E7,2.1781996549680054E7,
965,353.22978842378865,6.2380152777777775,1759.0642119139948,0,18016.10371826198,1330.1164248046362,7835.001613281198,529601.7595078044,6381.996355468785,0,1445.7443452150746,823950.9437109367,938837.1195271508,0,1.1427329677607892E7,8456035.803187525,1.4112669586857166E7,
966,929.7551518475568,11.412436666666668,1676.4748032226553,391.954505493149,0,1154.495381347299,786.9955554198968,0,34294.70819921712,24471.620445311848,0,0,1436857.5110137626,1226.9887910156854,0,1017.8896545407431,310066.89019568026,
