#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Precursor_MZ	Validation	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
750	M+2H]	16875119	1	Bradykinin fragment 2-9	452.737		Isolated	NIST	0	spectra/specs_ms.mgf750	InChI=1S/C44H61N11O10/c45-44(46)48-20-8-16-30(43(64)65)51-38(59)32(24-28-13-5-2-6-14-28)52-40(61)35-18-10-22-55(35)42(63)33(26-56)53-37(58)31(23-27-11-3-1-4-12-27)50-36(57)25-49-39(60)34-17-9-21-54(34)41(62)29-15-7-19-47-29/h1-6,11-14,29-35,47,56H,7-10,15-26H2,(H,49,60)(H,50,57)(H,51,59)(H,52,61)(H,53,58)(H,64,65)(H4,45,46,48)	N/A	Q-TOF	Positive	ESI	452.737	lib-00000.mgf	Bronze	3	0.673652	0.876288	451.729	1	NIST17	NIST	452.737	N/A	0	4	C1CC(NC1)C(=O)N2CCCC2C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O	2	452.737	spectra/specs_ms.mgf	CCMSLIB00003183253	562100	UPDATE-SINGLE-ANNOTATED-BRONZE	 
314	M+H	53862354	1	1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine	454.293		Isolated	NIST	0	spectra/specs_ms.mgf314	InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1	N/A	HCD	Positive	ESI	454.293	lib-00000.mgf	Bronze	3	0.920179	1.07482	0.000488281	1	NIST17	NIST	454.293	N/A	0	9	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])O	1	454.292	spectra/specs_ms.mgf	CCMSLIB00003269308	186500	UPDATE-SINGLE-ANNOTATED-BRONZE	 
495	M+H	475310	1	Glycocholic acid	466.316	YES	Isolated	NIST	0	spectra/specs_ms.mgf495	InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1	N/A	Q-TOF	Positive	ESI	466.316	lib-00000.mgf	Bronze	3	0.951305	0.916215	0.000427246	1	NIST17	NIST	466.316	N/A	0	24	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	1	466.316	spectra/specs_ms.mgf	CCMSLIB00003192726	1.85E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
305	M+H	20559164	1	1-Myristoyl-sn-glycero-3-phosphocholine	468.309	YES	Isolated	NIST	0	spectra/specs_ms.mgf305	InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1	N/A	Q-TOF	Positive	ESI	468.309	lib-00000.mgf	Bronze	3	0.980578	1.30331	0.000610352	1	NIST17	NIST	468.309	N/A	0	9	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	468.308	spectra/specs_ms.mgf	CCMSLIB00003183494	656200	UPDATE-SINGLE-ANNOTATED-BRONZE	 
705	M+Na	360656	1	Glycodeoxycholic acid	472.303	YES	Isolated	NIST	0	spectra/specs_ms.mgf705	InChI=1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)	N/A	HCD	Positive	ESI	472.303	lib-00000.mgf	Bronze	3	0.828936	0.646144	0.000305176	1	NIST17	NIST	472.303	N/A	0	3	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	1	472.303	spectra/specs_ms.mgf	CCMSLIB00003455805	115500	UPDATE-SINGLE-ANNOTATED-BRONZE	 
324	M+H	89576294	1	1-Oleoyl-sn-glycero-3-phosphoethanolamine	480.309		Isolated	NIST	0	spectra/specs_ms.mgf324	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1	N/A	HCD	Positive	ESI	480.309	lib-00000.mgf	Bronze	3	0.831743	1.27075	0.000610352	1	NIST17	NIST	480.309	N/A	0	12	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])O	1	480.308	spectra/specs_ms.mgf	CCMSLIB00003267909	322700	UPDATE-SINGLE-ANNOTATED-BRONZE	 
452	M+H	97802534	1	1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine	480.345		Isolated	NIST	0	spectra/specs_ms.mgf452	InChI=1S/C24H50NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-29-22-24(26)23-31-32(27,28)30-21-19-25(2,3)4/h18,20,24,26H,5-17,19,21-23H2,1-4H3/b20-18-/t24-/m1/s1	N/A	HCD	Positive	ESI	480.345	lib-00000.mgf	Bronze	3	0.968786	1.71538	0.000823975	1	NIST17	NIST	480.345	N/A	0	13	CCCCCCCCCCCCCCC=COCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	480.344	spectra/specs_ms.mgf	CCMSLIB00003266767	1.27E+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
275	M+H	69747553	1	1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine	482.324	YES	Isolated	NIST	0	spectra/specs_ms.mgf275	InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1	N/A	HCD	Positive	ESI	482.324	lib-00000.mgf	Bronze	3	0.902408	1.26544	0.000610352	1	NIST17	NIST	482.324	N/A	0	8	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])O	1	482.323	spectra/specs_ms.mgf	CCMSLIB00003269384	65300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
472	M+H	52691620	1	1-Hexadecyl-sn-glycero-3-phosphocholine	482.361	YES	Isolated	NIST	0	spectra/specs_ms.mgf472	InChI=1S/C24H52NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-29-22-24(26)23-31-32(27,28)30-21-19-25(2,3)4/h24,26H,5-23H2,1-4H3/t24-/m1/s1	N/A	HCD	Positive	ESI	482.361	lib-00000.mgf	Bronze	3	0.970804	1.45514	0.000701904	1	NIST17	NIST	482.361	N/A	0	10	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	482.36	spectra/specs_ms.mgf	CCMSLIB00003500914	8.01E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
667	M+Na	20559164	1	1-Myristoyl-sn-glycero-3-phosphocholine	490.29		Isolated	NIST	0	spectra/specs_ms.mgf667	InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1	N/A	HCD	Positive	ESI	490.29	lib-00000.mgf	Bronze	3	0.913842	1.43161	0.000701904	1	NIST17	NIST	490.29	N/A	0	7	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	490.29	spectra/specs_ms.mgf	CCMSLIB00003295842	188400	UPDATE-SINGLE-ANNOTATED-BRONZE	 
790	M+Na	97802534	1	1-(1Z-Hexadecenyl)-sn-glycero-3-phosphocholine	502.327		Isolated	NIST	0	spectra/specs_ms.mgf790	InChI=1S/C24H50NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-29-22-24(26)23-31-32(27,28)30-21-19-25(2,3)4/h18,20,24,26H,5-17,19,21-23H2,1-4H3/b20-18-/t24-/m1/s1	N/A	HCD	Positive	ESI	502.327	lib-00000.mgf	Bronze	3	0.887126	2.79461	0.00140381	1	NIST17	NIST	502.327	N/A	0	7	CCCCCCCCCCCCCCC=COCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	502.325	spectra/specs_ms.mgf	CCMSLIB00003266789	210100	UPDATE-SINGLE-ANNOTATED-BRONZE	 
762	M+Na	108273898	1	1-Pentadecanoyl-sn-glycero-3-phosphocholine	504.306		Isolated	NIST	0	spectra/specs_ms.mgf762	InChI=1S/C23H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24(2,3)4/h22,25H,5-21H2,1-4H3/t22-/m1/s1	N/A	HCD	Positive	ESI	504.306	lib-00000.mgf	Bronze	3	0.93542	1.14977	0.000579834	1	NIST17	NIST	504.306	N/A	0	6	CCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	504.306	spectra/specs_ms.mgf	CCMSLIB00003268936	141100	UPDATE-SINGLE-ANNOTATED-BRONZE	 
734	M+Na	69747553	1	1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine	504.306		Isolated	NIST	0	spectra/specs_ms.mgf734	InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1	N/A	HCD	Positive	ESI	504.306	lib-00000.mgf	Bronze	3	0.901621	1.57336	0.000793457	1	NIST17	NIST	504.306	N/A	0	14	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])O	1	504.305	spectra/specs_ms.mgf	CCMSLIB00003269405	864800	UPDATE-SINGLE-ANNOTATED-BRONZE	 
805	M+Na	52691620	1	1-Hexadecyl-sn-glycero-3-phosphocholine	504.342		Isolated	NIST	0	spectra/specs_ms.mgf805	InChI=1S/C24H52NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-29-22-24(26)23-31-32(27,28)30-21-19-25(2,3)4/h24,26H,5-23H2,1-4H3/t24-/m1/s1	N/A	HCD	Positive	ESI	504.342	lib-00000.mgf	Bronze	3	0.901034	1.81529	0.000915527	1	NIST17	NIST	504.342	N/A	0	6	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	504.341	spectra/specs_ms.mgf	CCMSLIB00003500947	262400	UPDATE-SINGLE-ANNOTATED-BRONZE	 
545	M+H	97802556	1	1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine	508.376		Isolated	NIST	0	spectra/specs_ms.mgf545	InChI=1S/C26H54NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h20,22,26,28H,5-19,21,23-25H2,1-4H3/b22-20-/t26-/m1/s1	N/A	HCD	Positive	ESI	508.376	lib-00000.mgf	Bronze	3	0.89832	1.38068	0.000701904	1	NIST17	NIST	508.376	N/A	0	7	CCCCCCCCCCCCCCCCC=COCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	508.375	spectra/specs_ms.mgf	CCMSLIB00003268723	4.62E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
796	M+H	74430890	1	1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine	510.392		Isolated	NIST	0	spectra/specs_ms.mgf796	InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1	N/A	HCD	Positive	ESI	510.392	lib-00000.mgf	Bronze	3	0.976557	1.37523	0.000701904	1	NIST17	NIST	510.392	N/A	0	8	CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	510.391	spectra/specs_ms.mgf	CCMSLIB00003501010	2.57E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
133	M+Na	17364168	1	1-Palmitoyl-sn-glycero-3-phosphocholine	518.322		Isolated	NIST	0	spectra/specs_ms.mgf133	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	N/A	HCD	Positive	ESI	518.322	lib-00000.mgf	Bronze	3	0.952308	1.53082	0.000793457	1	NIST17	NIST	518.322	N/A	0	8	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	518.321	spectra/specs_ms.mgf	CCMSLIB00003498390	1.46E+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
103	M+H	19420565	1	1-Oleoyl-sn-glycero-3-phosphocholine	522.355		Isolated	NIST	0	spectra/specs_ms.mgf103	InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1	N/A	HCD	Positive	ESI	522.355	lib-00000.mgf	Bronze	3	0.859934	1.16846	0.000610352	1	NIST17	NIST	522.355	N/A	0	9	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	522.355	spectra/specs_ms.mgf	CCMSLIB00003267843	1.78E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
70	M+H	19420576	1	1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine	524.371	YES	Isolated	NIST	0	spectra/specs_ms.mgf70	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	N/A	HCD	Positive	ESI	524.371	lib-00000.mgf	Bronze	3	0.920643	1.28037	0.000671387	1	NIST17	NIST	524.371	N/A	0	5	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	524.37	spectra/specs_ms.mgf	CCMSLIB00003269040	95100	UPDATE-SINGLE-ANNOTATED-BRONZE	 
783	M+Na	50930239	1	1-Heptadecanoyl-sn-glycero-3-phosphocholine	532.337	YES	Isolated	NIST	0	spectra/specs_ms.mgf783	InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s1	N/A	HCD	Positive	ESI	532.337	lib-00000.mgf	Bronze	3	0.954687	2.2931	0.0012207	1	NIST17	NIST	532.337	N/A	0	6	CCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	532.336	spectra/specs_ms.mgf	CCMSLIB00003269007	925000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
246	M+Na	19420576	1	1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine	546.353		Isolated	NIST	0	spectra/specs_ms.mgf246	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	N/A	HCD	Positive	ESI	546.353	lib-00000.mgf	Bronze	3	0.957851	1.34057	0.000732422	1	NIST17	NIST	546.353	N/A	0	9	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	546.352	spectra/specs_ms.mgf	CCMSLIB00003269084	1.38E+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
617	M+Na	19420576	1	1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine	546.353		Isolated	NIST	0	spectra/specs_ms.mgf617	InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1	N/A	HCD	Positive	ESI	546.353	lib-00000.mgf	Bronze	3	0.651912	3.01627	0.00164795	1	NIST17	NIST	546.353	N/A	0	3	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	546.355	spectra/specs_ms.mgf	CCMSLIB00003269090	696200	UPDATE-SINGLE-ANNOTATED-BRONZE	 
710	M+H	0	1	1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine	550.387		Isolated	NIST	0	spectra/specs_ms.mgf710	InChI=1S/C28H56NO7P/c1-6-8-9-10-11-12-13-14-15-16-17-18-19-20-23-33-25-27(36-28(30)21-7-2)26-35-37(31,32)34-24-22-29(3,4)5/h7,21,27H,6,8-20,22-26H2,1-5H3/b21-7+	N/A	HCD	Positive	ESI	550.387	lib-00000.mgf	Bronze	3	0.801944	1.66343	0.000915527	1	NIST17	NIST	550.387	N/A	0	6	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C=CC	1	550.386	spectra/specs_ms.mgf	CCMSLIB00003332039	4.03E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
877	M+H	108341806	1	1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine	552.402		Isolated	NIST	0	spectra/specs_ms.mgf877	InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1	N/A	HCD	Positive	ESI	552.402	lib-00000.mgf	Bronze	3	0.968482	1.65736	0.000915527	1	NIST17	NIST	552.402	N/A	0	8	CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	552.401	spectra/specs_ms.mgf	CCMSLIB00003269115	522900	UPDATE-SINGLE-ANNOTATED-BRONZE	 
956	M+H	6921615	1	Urobilin	591.318		Isolated	NIST	0	spectra/specs_ms.mgf956	InChI=1S/C33H42N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h15,26-27,35H,7-14H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b28-15-/t26-,27-/m0/s1	N/A	HCD	Positive	ESI	591.318	lib-00000.mgf	Bronze	3	0.919303	0.825751	0.000488281	1	NIST17	NIST	591.318	N/A	0	7	CCC1=C(C(=O)NC1CC2=C(C(=C(N2)C=C3C(=C(C(=N3)CC4C(=C(C(=O)N4)CC)C)C)CCC(=O)O)CCC(=O)O)C)C	1	591.317	spectra/specs_ms.mgf	CCMSLIB00003335729	261300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
531	M+H	121324310	1	2-(5-Oxovaleryl)phosphatidylcholine	594.377		Isolated	NIST	0	spectra/specs_ms.mgf531	InChI=1S/C29H56NO9P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-20-28(32)36-25-27(39-29(33)21-18-19-23-31)26-38-40(34,35)37-24-22-30(2,3)4/h23,27H,5-22,24-26H2,1-4H3/t27-/m1/s1	N/A	HCD	Positive	ESI	594.377	lib-00000.mgf	Bronze	3	0.969724	0.410751	0.000244141	1	NIST17	NIST	594.377	N/A	0	6	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=O	1	594.376	spectra/specs_ms.mgf	CCMSLIB00003703944	739000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
841	M+H	474923212	1	N-Lauroyl-D-erythro-sphingosylphosphorylcholine	647.512		Isolated	NIST	0	spectra/specs_ms.mgf841	InChI=1S/C35H71N2O6P/c1-6-8-10-12-14-16-17-18-19-21-22-24-26-28-34(38)33(32-43-44(40,41)42-31-30-37(3,4)5)36-35(39)29-27-25-23-20-15-13-11-9-7-2/h26,28,33-34,38H,6-25,27,29-32H2,1-5H3,(H-,36,39,40,41)/b28-26+/t33-,34+/m0/s1	N/A	HCD	Positive	ESI	647.512	lib-00000.mgf	Bronze	3	0.984015	1.60244	0.0010376	1	NIST17	NIST	647.512	N/A	0	6	CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCC)O	1	647.511	spectra/specs_ms.mgf	CCMSLIB00003269640	2.96E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
359	M+H	6254893	1	Palmitoyl sphingomyelin	703.575		Isolated	NIST	0	spectra/specs_ms.mgf359	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	N/A	HCD	Positive	ESI	703.575	lib-00000.mgf	Bronze	3	0.98921	1.12775	0.000793457	1	NIST17	NIST	703.575	N/A	0	9	CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	1	703.574	spectra/specs_ms.mgf	CCMSLIB00003709351	5.13E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
618	M+H	6254893	1	Palmitoyl sphingomyelin	703.575		Isolated	NIST	0	spectra/specs_ms.mgf618	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	N/A	HCD	Positive	ESI	703.575	lib-00000.mgf	Bronze	3	0.886048	0.954251	0.000671387	1	NIST17	NIST	703.575	N/A	0	4	CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	1	703.574	spectra/specs_ms.mgf	CCMSLIB00003709351	118300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
923	M+H	6254893	1	Palmitoyl sphingomyelin	703.575		Isolated	NIST	0	spectra/specs_ms.mgf923	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	N/A	HCD	Positive	ESI	703.575	lib-00000.mgf	Bronze	3	0.982753	0.954251	0.000671387	1	NIST17	NIST	703.575	N/A	0	6	CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	1	703.574	spectra/specs_ms.mgf	CCMSLIB00003709351	743900	UPDATE-SINGLE-ANNOTATED-BRONZE	 
924	M+H	6254893	1	Palmitoyl sphingomyelin	703.575		Isolated	NIST	0	spectra/specs_ms.mgf924	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	N/A	HCD	Positive	ESI	703.575	lib-00000.mgf	Bronze	3	0.98911	0.954251	0.000671387	1	NIST17	NIST	703.575	N/A	0	8	CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	1	703.574	spectra/specs_ms.mgf	CCMSLIB00003709351	950500	UPDATE-SINGLE-ANNOTATED-BRONZE	 
475	M+Na	6254893	1	Palmitoyl sphingomyelin	725.557		Isolated	NIST	0	spectra/specs_ms.mgf475	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	N/A	HCD	Positive	ESI	725.557	lib-00000.mgf	Bronze	3	0.935221	0.588853	0.000427246	1	NIST17	NIST	725.557	N/A	0	14	CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	1	725.556	spectra/specs_ms.mgf	CCMSLIB00003709367	1.34E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
916	M+Na	6254893	1	Palmitoyl sphingomyelin	725.557		Isolated	NIST	0	spectra/specs_ms.mgf916	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	N/A	HCD	Positive	ESI	725.557	lib-00000.mgf	Bronze	3	0.889655	1.00946	0.000732422	1	NIST17	NIST	725.557	N/A	0	7	CCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O	1	725.556	spectra/specs_ms.mgf	CCMSLIB00003709367	201700	UPDATE-SINGLE-ANNOTATED-BRONZE	 
